Protein	Protein State	Deut Time	MS File	Start Idx	End Idx	z	maxD	#D left	#D right	Start RT	End RT	Confidence	Theor mono m/z	mono inty	m+1 inty	m+2 inty	...
	apo BRD4(1-477) wt	1s	N66428_23_01_06	89	99	2	8	0.0043	0.0000	8.50	8.51	Medium	662.3690	6055.0000	3421.9735	1374.9982	270.9898	144.0413	127.9648	25.9625	129.9975	26.9789	37.9737	292.9794	143.0249	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	89	102	2	11	0.0164	0.0000	10.21	10.33	Medium	839.5005	82864.0000	72293.4188	32843.4028	10227.9224	2439.0731	930.6158	441.2838	91.0385	256.6780	330.0146	584.1637	154.2597	55.6346	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	89	106	2	14	0.0000	0.0000	0.00	0.00	Low	2122.1617	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	89	106	3	14	0.0008	0.0000	11.21	11.50	High	708.0587	78551.6332	83353.0000	55501.2567	23826.2264	7895.8636	2651.8808	749.1404	474.4132	230.2112	48.3316	113.1978	362.4873	100.4789	206.0454	226.3956	311.6119	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	89	113	4	21	0.0094	0.0000	10.27	10.54	Medium	734.9171	22900.1652	40525.0000	37052.8420	21301.0555	10702.1618	4122.0668	1477.9088	863.2471	173.7625	174.9992	382.7722	192.9320	277.0306	111.3069	226.9425	234.9813	831.7102	1058.0343	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	91	97	1	4	0.0002	0.0000	9.29	9.32	Medium	862.4669	1151.0000	503.9917	151.0078	81.0012	51.0033	32.0000	112.0001	295.9915	178.0024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	92	99	2	5	0.0043	0.0000	8.30	8.61	Medium	513.2687	286613.0000	182455.2948	42238.6260	11222.2318	2462.2434	568.5464	1093.3585	1587.5566	1027.7570	328.0076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	92	102	2	8	0.0336	0.0000	10.53	10.65	High	690.4003	684708.0000	588137.3729	293744.7993	77503.0738	11701.7313	2643.3375	417.9190	355.2311	135.8237	114.9277	83.5838	198.5115	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	92	106	2	11	0.0008	0.0000	11.62	11.92	High	912.4842	107446.0000	105263.7977	55401.0496	21515.4323	6828.6044	1721.4969	649.2503	239.3700	295.1138	155.7545	131.1617	83.6156	140.9988	127.8826	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	92	111	3	16	0.0097	0.0000	11.93	12.24	Medium	785.4215	17004.0439	25644.0000	18102.8210	9084.0842	4156.8049	1513.9488	734.0832	579.9101	388.9545	154.9557	116.9994	226.1728	154.1731	314.9984	118.9559	325.1723	548.9972	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	92	113	3	18	0.1089	0.0000	10.54	10.67	Medium	880.1535	1946.9758	3399.0000	2717.0217	1648.0236	744.9948	427.0080	248.0204	106.9984	210.9885	381.9888	649.9774	502.9908	540.0227	437.0180	300.9750	180.0249	378.9806	228.9858	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	92	113	4	18	0.0099	0.0000	10.49	10.79	Medium	660.3669	73770.4914	133758.0000	87622.8687	57032.1171	21306.1686	7898.7329	2928.8583	1245.0199	787.8323	236.7579	373.5060	1428.7114	2249.1999	1024.5902	1110.3128	718.4377	4843.3316	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	92	114	3	19	0.0135	0.0000	11.19	11.39	Medium	917.8482	2025.0036	3392.0000	2684.9775	1529.9843	898.9952	308.9989	144.9758	115.0076	133.0196	99.9976	34.0054	18.0120	28.9848	59.9882	13.9748	18.0120	165.9898	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	92	117	3	22	0.0170	0.0000	11.20	11.33	Medium	1036.8910	5827.9187	10670.0000	10023.9550	6416.9789	2816.0269	1518.0755	407.0344	243.0809	462.0655	105.0149	288.9944	147.0208	147.0208	149.9515	174.0479	90.0360	316.0215	487.9528	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	92	117	4	22	0.0007	0.0000	11.17	11.46	Medium	777.9201	32205.5320	69857.0000	64885.4116	39009.4876	18071.0417	6367.9823	3267.1352	1298.3265	792.0005	142.8372	389.0716	261.1576	197.2007	103.3971	241.9705	268.6193	428.5117	731.2414	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	93	102	2	7	0.0121	0.0000	10.52	10.74	Medium	633.8583	69271.0000	40300.5328	14826.6471	4396.0950	1081.3189	2286.3077	1926.9250	484.1095	413.2900	94.0737	451.3423	949.1929	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	94	102	1	7	0.0000	0.0000	0.00	0.00	Low	1152.6663	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	94	102	2	7	0.0046	0.0000	10.52	10.71	Medium	576.8368	60993.0000	40998.9111	12152.9960	3042.4371	953.9609	149.8417	219.6437	662.6538	433.7032	310.8516	701.7429	661.7231	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	95	106	2	9	0.0080	0.0000	11.77	11.84	Medium	742.3787	3950.0000	3087.9736	1510.9873	783.0083	233.0159	69.0127	145.0172	72.9908	106.9848	59.9718	60.9964	133.9872	189.9809	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	96	105	3	7	0.0035	0.0000	10.56	10.67	Medium	424.5617	4941.0000	2785.9897	1081.9912	350.9629	136.0123	118.9730	41.9949	90.0214	193.9909	12.9679	22.9954	215.0260	18.0194	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	98	106	2	6	0.0348	0.0000	6.16	6.43	Medium	554.8072	575135.0000	467690.4619	196441.9294	45363.1314	10030.9652	1649.8875	702.0798	465.1279	430.0239	430.0239	324.7119	816.1678	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	98	111	2	11	0.0015	0.0000	7.78	7.86	Medium	819.9515	10719.0000	9324.9657	5129.9415	2177.9843	763.9956	334.9739	140.9900	119.0727	186.9507	175.0108	96.9919	614.9911	79.9816	149.9859	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	98	113	3	13	0.0047	0.0000	5.77	6.06	Medium	641.7021	62047.4617	77712.0000	48614.6161	19312.0872	6473.3319	2134.4564	672.3538	195.6585	232.4186	237.1618	83.0066	103.1654	220.5605	220.5605	257.3206	163.6417	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	98	117	3	17	0.0024	0.0000	7.76	7.82	Medium	798.4396	4327.0062	6032.0000	3570.9698	1656.0272	1061.9854	340.0047	84.0347	27.9809	21.9981	47.9541	63.9695	53.0164	47.9541	18.9607	0.0000	85.9676	158.9573	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	100	106	1	4	0.0010	0.0000	5.35	5.53	Medium	817.4488	15098.0000	5554.0182	1496.0923	766.0159	208.9553	213.1022	85.9320	111.9650	37.0913	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	100	111	2	9	0.0042	0.0000	7.59	7.67	Medium	674.3724	4906.0000	3521.9742	1630.0182	803.0314	212.9789	88.0363	198.9799	190.9698	220.0158	103.0084	84.9670	505.9839	446.9936	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	103	111	1	7	0.0000	0.0000	0.00	0.00	Low	993.4744	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	103	111	2	7	0.0161	0.0000	5.92	6.21	Medium	497.2408	149627.0000	95710.1372	39208.7353	10523.0921	3474.9721	1200.9430	379.0048	310.5100	383.5712	180.3698	1522.8688	465.7650	570.7904	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	103	113	2	9	0.0120	0.0000	4.13	4.42	Medium	639.3389	330110.0000	273769.4133	123228.9775	33688.4974	8971.1743	2669.6925	1052.7655	876.4651	5258.7906	2845.9930	1420.4779	468.4555	468.4555	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	103	114	2	10	0.0016	0.0000	6.55	6.74	Medium	695.8809	19763.0000	15867.9987	6928.1325	3743.9177	1616.0817	923.0876	769.8930	860.9654	443.9023	271.1061	151.0836	98.0083	88.0567	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	103	116	2	12	0.0006	0.0000	6.76	6.91	Medium	817.4236	14376.0000	11168.0253	5769.0459	2395.8903	685.0728	161.8904	205.1051	87.0874	134.0312	182.0719	55.9377	125.0373	148.9480	286.0503	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	103	117	2	13	0.0017	0.0000	7.00	7.30	Medium	874.4451	185901.0000	155872.0386	77997.0076	31353.6851	8597.9390	2972.8275	893.5502	224.0967	303.5234	397.1334	1015.5269	612.7202	382.9501	249.6267	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	103	118	2	14	-1913.1557	0.0000	0.00	0.00	Low	1910.9463	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	103	124	3	20	0.0179	0.0000	10.48	10.76	High	901.4282	287813.3965	359561.0000	355500.9536	185922.6918	78117.4871	24689.4713	8306.6354	2973.7097	965.6327	1053.4174	1283.8525	746.1707	641.9263	433.4374	625.4666	1788.6150	7280.6508	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	103	125	3	21	0.0024	0.0000	10.94	11.25	Medium	935.7646	100330.5143	154448.0000	126765.9033	74451.3126	34332.7758	13383.8436	4336.3748	2116.3394	664.5966	419.4971	386.5030	419.4971	228.6024	240.3860	794.2165	1590.7897	4289.2403	5724.4860	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	107	113	1	5	0.0007	0.0000	3.14	3.21	High	833.5026	51721.0000	19997.8396	5409.2582	991.2501	131.7984	81.2888	29.9901	41.0390	0.0000	0.0000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	107	116	2	8	0.0152	0.0000	3.73	3.82	Medium	595.3397	8729.0000	5414.9503	2036.0341	663.0497	263.0621	159.9684	139.9890	157.0381	41.0244	206.0542	252.9392	187.0072	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	107	117	2	9	0.0004	0.0000	3.73	3.91	Medium	652.3612	131804.0000	82441.1042	30260.5170	9342.0246	2282.7121	563.1360	671.7408	251.4000	277.5456	199.1088	104.5824	1496.3329	148.8288	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	107	118	2	10	0.0005	0.0000	4.74	4.82	Medium	733.8928	26724.0000	18720.0529	7515.8319	2279.0942	939.9377	316.0311	141.9082	50.1572	26.0981	26.9136	39.1471	95.0132	168.0062	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	112	124	2	11	0.0058	0.0000	7.57	7.79	Medium	864.4104	22774.0000	18117.0324	8025.0245	2316.1472	1399.0711	570.9572	347.1615	303.0278	1022.0239	861.1272	611.9633	420.8334	317.9707	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	114	124	2	9	0.0062	0.0000	9.01	9.32	High	722.3124	138062.0000	95917.6449	36466.8226	10314.3595	2785.0456	1883.3818	988.0381	773.1556	518.2460	811.0761	490.8590	408.6981	699.4214	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	114	125	2	10	0.0029	0.0000	10.10	10.37	Medium	773.8170	69574.0000	47535.5981	21642.4134	10168.3035	2748.5631	1549.9815	780.2989	299.3800	450.1316	924.6808	1182.6571	539.3086	1863.1627	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	118	124	1	5	0.0027	0.0000	8.94	9.20	Medium	973.4050	72129.0000	29710.0820	7504.0135	1537.5633	520.5923	323.5817	267.4502	110.0618	495.2781	285.0601	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	119	125	1	5	0.0063	0.0000	7.66	7.80	Medium	913.3509	8716.0000	4262.9732	1075.9509	506.0560	177.9508	109.9890	134.9926	177.0199	408.0367	190.0536	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	125	131	1	5	0.0021	0.0000	5.96	6.10	Medium	840.3556	52225.0000	18118.3734	5776.7456	1381.0319	243.8521	215.9606	105.1911	354.6216	210.3822	1275.8408	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	125	132	1	6	0.0035	0.0000	8.51	8.60	Medium	971.3961	30268.0000	12625.8689	4809.8108	1031.7954	237.8579	119.1599	56.8088	20.7837	60.0418	145.0241	60.9655	38.7962	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	126	132	1	5	0.0005	0.0000	7.71	7.83	Medium	868.3869	76177.0000	28733.0322	8447.0628	1871.4423	420.7839	249.9131	275.4856	271.9984	392.8866	1492.5043	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	130	137	1	6	0.0002	0.0000	10.44	10.59	Medium	993.3805	4817.0000	2393.9832	1112.9780	398.9727	360.0163	66.0054	59.0227	13.9655	94.9655	34.9873	59.0227	52.9955	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	133	148	2	13	0.0051	0.0000	12.29	12.55	Medium	937.9533	15632.0135	17102.0000	8926.1297	4438.9261	1175.1019	439.9782	162.0560	252.8700	264.0913	215.0309	276.8783	520.0929	479.9051	550.1032	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	136	148	2	10	0.0016	0.0000	10.94	11.24	Medium	756.8738	265969.0000	189755.8032	81562.2033	26051.0416	8027.5682	2155.0246	2163.1415	1383.9235	969.9640	381.4921	146.1034	531.6539	434.2517	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	138	148	2	8	0.2801	0.0000	9.42	9.71	Medium	623.8375	1570574.0000	1481567.0988	925621.4625	298235.4459	55323.7738	7968.4597	1881.2887	1018.5401	491.3048	371.4786	467.3396	395.4438	659.0615	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	138	149	2	9	0.0009	0.0000	10.64	10.91	Medium	689.3578	68404.0000	41950.4870	18604.3015	6545.5327	2889.1779	1093.8795	631.4858	388.2855	3597.9032	2858.9083	1246.2711	536.5020	577.2093	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	140	148	1	6	0.0027	0.0000	8.23	8.38	Medium	970.5204	22351.0204	8013.0003	2829.3301	584.9049	263.0109	413.1627	128.5613	186.4630	244.3646	64315.0000	25089.0818	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	142	148	1	5	0.0038	0.0000	9.59	9.65	Medium	728.3825	36659.7915	11861.8898	2558.2011	653.4244	769.7876	4434.3346	957.7590	963.1296	117321.0000	25216.8094	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	144	151	1	6	0.0009	0.0000	13.67	13.74	Medium	905.4285	106179.0000	45021.7754	10521.4988	1448.4478	231.6868	353.2009	244.6483	84.2498	129.6150	241.4080	416.3882	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	148	155	1	6	0.0007	0.0000	8.19	8.49	High	904.4808	495922.0000	243083.8850	78450.0400	16761.5355	3102.5867	862.6705	461.6044	234.5858	688.6229	1672.3699	3715.5368	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	149	155	1	5	0.0024	0.0000	3.96	4.04	High	791.3968	22074.0000	6742.9527	2139.8661	418.0031	139.1098	99.0273	38.0615	16.8414	25.9357	0.0000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	149	156	1	6	0.0000	0.0000	0.00	0.00	Low	904.4808	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	149	156	2	6	0.1212	0.0000	8.20	8.45	Medium	452.7441	1393174.0000	1055291.8369	583566.3306	142261.6985	20960.8540	4761.8979	2423.4659	871.5974	531.4618	510.2033	212.5847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	150	156	1	5	0.0062	0.0000	8.24	8.36	Medium	773.4403	171699.0000	55608.6255	10765.4107	1524.8160	259.3759	222.6965	214.8366	288.1955	408.7136	702.1490	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	156	172	2	14	0.0592	0.0000	12.77	12.99	Medium	1024.5346	26945.8399	30308.0000	15687.9221	9739.1649	5229.1532	2698.0525	1182.9994	448.1339	186.8381	73.0703	62.8960	63.8209	104.0558	172.9639	239.0972	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	157	172	2	13	0.0264	0.0000	10.78	11.05	High	967.9926	1509976.5782	1596043.0000	1141503.1878	466658.6638	134107.1671	40637.1821	14968.2493	5080.5958	1671.0602	477.7227	380.3074	429.0150	234.1844	234.1844	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	158	172	2	12	0.0005	0.0000	9.48	9.59	Medium	894.4584	37378.8676	39127.0000	16583.9731	6430.1181	1892.0190	751.0760	259.1153	145.0807	248.9656	232.2485	93.1382	294.9376	441.8094	179.7090	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	1s	N66428_23_01_06	161	167	1	4	0.0003	0.0000	5.15	5.39	Medium	815.4145	11736.0895	4219.9164	872.9448	228.9727	410.8991	222.0668	310.9798	326.0864	100.9983	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
